hold_id,inventory_id,user_id,units,idempotency_key,created_at,expires_at,released_at,booking_id,status,updated_at
hld_37cc932a,inv_e7913b58,usr_045378e4,2,hidem_14aabe7dce874a4a,2026-08-13T14:30:00+05:30,2026-08-13T14:45:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_1fb9aa39,inv_2aa18375,usr_0ae483ef,1,hidem_cb177624fadca413,2026-08-10T11:30:00+05:30,2026-08-10T11:50:00+05:30,2026-08-10T11:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_089d92b2,inv_f0fd809e,usr_45ec7f60,1,hidem_2a3b68af498a8237,2026-08-15T22:45:00+05:30,2026-08-15T22:55:00+05:30,2026-08-15T23:02:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_a5bef249,inv_77c8fefa,usr_d245dd5d,1,hidem_5fff6c33907a2660,2026-08-13T04:00:00+05:30,2026-08-13T04:20:00+05:30,2026-08-13T04:17:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_e2dd15d2,inv_461987e0,usr_72dfb712,2,hidem_d56cd55f5c6b063d,2026-08-12T21:30:00+05:30,2026-08-12T21:50:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_495c2ab7,inv_1c3e23d7,usr_101792ef,2,hidem_1b6670c044f7b34e,2026-08-12T22:00:00+05:30,2026-08-12T22:15:00+05:30,2026-08-12T22:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_5bd81b4e,inv_d6980bcd,usr_437596b5,1,hidem_aa84c6dc2b5280b5,2026-08-13T16:00:00+05:30,2026-08-13T16:15:00+05:30,,bkg_ebfe62ce,confirmed,2026-08-18T10:00:00+05:30
hld_38a4997b,inv_d9fcd18d,usr_60e00854,2,hidem_49055627ea42a065,2026-08-15T10:30:00+05:30,2026-08-15T10:40:00+05:30,,bkg_76c4c610,confirmed,2026-08-18T10:00:00+05:30
hld_2cb6c03b,inv_c67c539f,usr_dcc95fd2,2,hidem_ab32b70eb235304c,2026-08-12T15:00:00+05:30,2026-08-12T15:10:00+05:30,,bkg_cc8bbb40,confirmed,2026-08-18T10:00:00+05:30
hld_9cd7f6d5,inv_b1c6fe48,usr_a5bb000c,2,hidem_78f502d6a7a61387,2026-08-15T01:00:00+05:30,2026-08-15T01:10:00+05:30,,bkg_7b3d2cbb,confirmed,2026-08-18T10:00:00+05:30
hld_079be3f9,inv_100f37ab,usr_db93de1b,2,hidem_034538d6e73c9302,2026-08-15T06:00:00+05:30,2026-08-15T06:15:00+05:30,,bkg_948c483e,confirmed,2026-08-18T10:00:00+05:30
hld_e110bd69,inv_d6af0961,usr_20caee9e,1,hidem_18b5e99dc2922ef2,2026-08-13T14:30:00+05:30,2026-08-13T14:50:00+05:30,,bkg_eb6af426,confirmed,2026-08-18T10:00:00+05:30
hld_2341c0be,inv_35ab4e1c,usr_e4f15778,2,hidem_3b1207b49f0760f7,2026-08-16T07:00:00+05:30,2026-08-16T07:10:00+05:30,,bkg_5c37c9d3,confirmed,2026-08-18T10:00:00+05:30
hld_0ebcf6fe,inv_12e66d32,usr_ba25cb52,2,hidem_a33dee0964314a25,2026-08-15T00:00:00+05:30,2026-08-15T00:20:00+05:30,2026-08-15T00:17:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_1059903d,inv_5d5265ca,usr_2d4d90ee,1,hidem_5547ae191dd3b32f,2026-08-14T07:30:00+05:30,2026-08-14T07:45:00+05:30,2026-08-14T07:47:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_e582c14e,inv_68ea00a0,usr_8f241d83,1,hidem_629cd582f8dc7cc8,2026-08-11T21:15:00+05:30,2026-08-11T21:25:00+05:30,,bkg_cfbf1f0f,confirmed,2026-08-18T10:00:00+05:30
hld_a8ee8571,inv_5779aab3,usr_2366517c,2,hidem_ed04cf1d73a87674,2026-08-17T06:45:00+05:30,2026-08-17T07:05:00+05:30,2026-08-17T07:02:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_9902df4c,inv_e45eb9e8,usr_e8f563b9,1,hidem_b42d0e5628fb2991,2026-08-13T08:15:00+05:30,2026-08-13T08:30:00+05:30,2026-08-13T08:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_8fd39e42,inv_cdd42241,usr_4a6f1818,1,hidem_db7dedf55e3c59bd,2026-08-13T01:30:00+05:30,2026-08-13T01:45:00+05:30,2026-08-13T01:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_6aa3a016,inv_78a20eb9,usr_beeb010f,2,hidem_7f07d26a761f9ad1,2026-08-16T18:15:00+05:30,2026-08-16T18:35:00+05:30,,bkg_0ca9eb93,confirmed,2026-08-18T10:00:00+05:30
hld_4a420ab5,inv_0a2f5869,usr_737d4dab,1,hidem_6df7bb0b565efe8c,2026-08-14T06:30:00+05:30,2026-08-14T06:40:00+05:30,,bkg_88773f95,confirmed,2026-08-18T10:00:00+05:30
hld_b257a033,inv_38bdd8f6,usr_a9008871,2,hidem_d9e0e1dea3c9de37,2026-08-13T16:45:00+05:30,2026-08-13T17:05:00+05:30,,bkg_ea88de1b,confirmed,2026-08-18T10:00:00+05:30
hld_1a0d5570,inv_f8abe75c,usr_5e79c66a,1,hidem_c69d529e73785a27,2026-08-17T00:00:00+05:30,2026-08-17T00:15:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_ca625e5b,inv_7919a57c,usr_4be86d73,1,hidem_dd4c445060888881,2026-08-17T18:30:00+05:30,2026-08-17T18:50:00+05:30,,bkg_c2cc89f9,confirmed,2026-08-18T10:00:00+05:30
hld_d4604d8d,inv_66cb06b0,usr_1c8154b9,1,hidem_a7c0a88e5c00ea01,2026-08-17T14:30:00+05:30,2026-08-17T14:40:00+05:30,2026-08-17T14:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_252407f3,inv_39b96dc3,usr_d8a9b9b3,2,hidem_75a27406ca5f5d5b,2026-08-10T08:00:00+05:30,2026-08-10T08:15:00+05:30,,bkg_b274353b,confirmed,2026-08-18T10:00:00+05:30
hld_7ec1593d,inv_2c058abf,usr_949a215d,1,hidem_f6b75465ca03260c,2026-08-16T05:15:00+05:30,2026-08-16T05:35:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_b517d826,inv_d24aa5ca,usr_ab2353de,2,hidem_3c0335538b5c9765,2026-08-15T22:15:00+05:30,2026-08-15T22:25:00+05:30,,bkg_684e68ec,confirmed,2026-08-18T10:00:00+05:30
hld_1e017efb,inv_17e3a80c,usr_c00138d6,1,hidem_3e2d5f85442dd64e,2026-08-12T18:00:00+05:30,2026-08-12T18:20:00+05:30,2026-08-12T18:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_3c4ba45e,inv_85b1670a,usr_b2c6fdd5,2,hidem_fca216d23de38664,2026-08-13T05:15:00+05:30,2026-08-13T05:30:00+05:30,,bkg_da62ca76,confirmed,2026-08-18T10:00:00+05:30
hld_416ba733,inv_a92c7a9e,usr_dbcf6091,1,hidem_f8c30353bcf174c9,2026-08-15T14:45:00+05:30,2026-08-15T15:05:00+05:30,,bkg_6598d4a9,confirmed,2026-08-18T10:00:00+05:30
hld_f68dc71c,inv_322dab81,usr_51294c66,2,hidem_0d2cc5373537a675,2026-08-16T10:00:00+05:30,2026-08-16T10:10:00+05:30,,bkg_06e53ebf,confirmed,2026-08-18T10:00:00+05:30
hld_87f9a08b,inv_0d1ac38b,usr_e4376908,1,hidem_0bbd13fe136cd60e,2026-08-15T16:45:00+05:30,2026-08-15T16:55:00+05:30,2026-08-15T17:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_d074dc99,inv_65b08b7c,usr_eb6b7ee0,2,hidem_c866889737e99a1f,2026-08-15T12:30:00+05:30,2026-08-15T12:45:00+05:30,,bkg_10cc31f7,confirmed,2026-08-18T10:00:00+05:30
hld_7d87a6ed,inv_63e9dbef,usr_ece2ab24,1,hidem_9191dc3f184bbef5,2026-08-15T20:30:00+05:30,2026-08-15T20:40:00+05:30,2026-08-15T20:47:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_b59adcb0,inv_f718fa2a,usr_c60b1837,2,hidem_694a7fdf339b3e65,2026-08-11T05:45:00+05:30,2026-08-11T06:05:00+05:30,2026-08-11T06:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_5e84eaa8,inv_4f92abb0,usr_ae35e63d,1,hidem_405bf01dcc6375af,2026-08-14T12:30:00+05:30,2026-08-14T12:50:00+05:30,2026-08-14T12:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_d0b4f250,inv_0b1b582f,usr_ba357566,1,hidem_8b4e0dc4a38caf38,2026-08-12T02:45:00+05:30,2026-08-12T02:55:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_3b48ce74,inv_f53a557e,usr_6043ede2,1,hidem_573599a9e56c744b,2026-08-15T17:15:00+05:30,2026-08-15T17:35:00+05:30,2026-08-15T17:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_eb2d972a,inv_a3397602,usr_63d19d4c,1,hidem_bfb98d4beb978203,2026-08-16T19:00:00+05:30,2026-08-16T19:15:00+05:30,2026-08-16T19:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_f5078da3,inv_e35692f5,usr_fa3a9dd6,2,hidem_000bfd183043e54e,2026-08-10T15:45:00+05:30,2026-08-10T15:55:00+05:30,,bkg_874fcd2d,confirmed,2026-08-18T10:00:00+05:30
hld_0bc8055b,inv_714900ab,usr_160064ff,1,hidem_99e8b532d2acb6a9,2026-08-10T06:15:00+05:30,2026-08-10T06:35:00+05:30,2026-08-10T06:32:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_19bde6a6,inv_4a6c3fc3,usr_3337c89a,1,hidem_e24fef90578fcf68,2026-08-14T18:30:00+05:30,2026-08-14T18:45:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_0d171db0,inv_71c3a221,usr_643a1ad9,1,hidem_4cf8870c0bb99cae,2026-08-14T02:30:00+05:30,2026-08-14T02:50:00+05:30,,bkg_c8f9ca48,confirmed,2026-08-18T10:00:00+05:30
hld_1b53afdf,inv_f4cc6413,usr_03f70025,1,hidem_86f1d942727c1d85,2026-08-13T07:00:00+05:30,2026-08-13T07:20:00+05:30,2026-08-13T07:17:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_ed3b492c,inv_d0e46ad2,usr_b1a4b433,1,hidem_c0c15b0201c231b3,2026-08-12T18:30:00+05:30,2026-08-12T18:50:00+05:30,,bkg_7ef2bab3,confirmed,2026-08-18T10:00:00+05:30
hld_8d141116,inv_7cb3c67b,usr_2c8b7af8,2,hidem_2374405a7daa91e2,2026-08-11T14:15:00+05:30,2026-08-11T14:35:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_f7555366,inv_ffcbd5b4,usr_da6b9625,1,hidem_d58d1f6f560b354b,2026-08-13T10:30:00+05:30,2026-08-13T10:50:00+05:30,,bkg_4fc20ebc,confirmed,2026-08-18T10:00:00+05:30
hld_2e893844,inv_fac4717a,usr_6f068e43,2,hidem_8d4731ab267f48b2,2026-08-10T00:00:00+05:30,2026-08-10T00:20:00+05:30,2026-08-10T00:17:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_c3d9dbd6,inv_0e1747b3,usr_66a4a013,2,hidem_d46bc2f9bbadc1a9,2026-08-11T11:15:00+05:30,2026-08-11T11:35:00+05:30,,bkg_dc5c34ab,confirmed,2026-08-18T10:00:00+05:30
hld_606bac03,inv_bec68695,usr_1dc8f83e,1,hidem_270ae6278c0716ff,2026-08-10T22:45:00+05:30,2026-08-10T23:05:00+05:30,2026-08-10T23:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_f9161154,inv_8f35343a,usr_ea41e115,2,hidem_ef7ba24dbd399673,2026-08-11T08:15:00+05:30,2026-08-11T08:25:00+05:30,2026-08-11T08:32:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_919653c9,inv_bc223070,usr_ce941853,1,hidem_5afbb0042242cfe3,2026-08-14T15:15:00+05:30,2026-08-14T15:35:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_30f9a225,inv_cc243e50,usr_db304908,2,hidem_eb312522ed11d7b5,2026-08-15T09:00:00+05:30,2026-08-15T09:15:00+05:30,2026-08-15T09:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_14f21917,inv_924c7cd1,usr_c8ada8bd,1,hidem_3328323516675a88,2026-08-12T15:15:00+05:30,2026-08-12T15:25:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_fc68371b,inv_0d290f4c,usr_e3e5ef8a,1,hidem_8fdc49ab46dbbece,2026-08-13T12:00:00+05:30,2026-08-13T12:10:00+05:30,,bkg_9b09522b,confirmed,2026-08-18T10:00:00+05:30
hld_1c8f3fd1,inv_b123afb4,usr_ef2f6a43,1,hidem_5447f68222005a80,2026-08-13T16:00:00+05:30,2026-08-13T16:10:00+05:30,2026-08-13T16:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_14b4ec40,inv_14e1396d,usr_e3e5ef8a,1,hidem_45fd3ee1585cddd2,2026-08-17T12:30:00+05:30,2026-08-17T12:50:00+05:30,2026-08-17T12:47:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_0f9deca1,inv_d10d4b45,usr_cb58a9e1,1,hidem_31c2a567d1eebfba,2026-08-12T11:45:00+05:30,2026-08-12T12:00:00+05:30,2026-08-12T12:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_fba59832,inv_89778e87,usr_473f44c3,2,hidem_4b6966cd1f5d92b0,2026-08-12T21:30:00+05:30,2026-08-12T21:50:00+05:30,,bkg_a63d01e9,confirmed,2026-08-18T10:00:00+05:30
hld_7a5b67fc,inv_67f75cd3,usr_157e58e7,1,hidem_867723b5c224c756,2026-08-12T16:45:00+05:30,2026-08-12T16:55:00+05:30,,bkg_a5b21c59,confirmed,2026-08-18T10:00:00+05:30
hld_301becc7,inv_d1354806,usr_03f70025,2,hidem_b6627b1dfc26c03b,2026-08-14T12:00:00+05:30,2026-08-14T12:15:00+05:30,2026-08-14T12:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_05fe42a2,inv_66c5842e,usr_b2a5bbd0,2,hidem_00b370716ec8cfce,2026-08-12T11:45:00+05:30,2026-08-12T11:55:00+05:30,2026-08-12T12:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_ebac7e93,inv_a0829cd1,usr_e085ee6b,1,hidem_355c97742914480b,2026-08-13T19:45:00+05:30,2026-08-13T20:00:00+05:30,,bkg_e6972770,confirmed,2026-08-18T10:00:00+05:30
hld_da9a43a2,inv_1931a507,usr_f271c461,2,hidem_82591727e6a9ea1a,2026-08-13T08:30:00+05:30,2026-08-13T08:50:00+05:30,2026-08-13T08:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_1f8bf2e2,inv_ff4cf903,usr_2b7e8931,1,hidem_41edeaa44963d6d0,2026-08-10T02:00:00+05:30,2026-08-10T02:10:00+05:30,2026-08-10T02:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_312c573c,inv_ada754f3,usr_d9890333,1,hidem_d631704d0502d3f9,2026-08-12T02:15:00+05:30,2026-08-12T02:25:00+05:30,,bkg_6c0b45a8,confirmed,2026-08-18T10:00:00+05:30
hld_75639674,inv_d85069fd,usr_e2ca58e8,1,hidem_1fd1bf20b45ccf73,2026-08-10T03:15:00+05:30,2026-08-10T03:25:00+05:30,,bkg_f77db1fa,confirmed,2026-08-18T10:00:00+05:30
hld_03eba4d8,inv_2c5dcdb3,usr_f5a38687,1,hidem_a24fe371dc1a6cf2,2026-08-15T03:45:00+05:30,2026-08-15T04:00:00+05:30,,bkg_faf17d11,confirmed,2026-08-18T10:00:00+05:30
hld_aafe5f2e,inv_707ea325,usr_985ca955,1,hidem_bbdde5271ae4d10c,2026-08-16T10:30:00+05:30,2026-08-16T10:45:00+05:30,,bkg_5ec210a4,confirmed,2026-08-18T10:00:00+05:30
hld_89ff9cc5,inv_7f36b8be,usr_6ec8f18d,2,hidem_1a9d5b121e202b96,2026-08-10T04:15:00+05:30,2026-08-10T04:35:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_c852ca16,inv_7d36d433,usr_05e40dfc,2,hidem_b6f4659ee084a158,2026-08-10T08:15:00+05:30,2026-08-10T08:30:00+05:30,2026-08-10T08:32:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_7f041bc1,inv_8a60a728,usr_ca0410cb,2,hidem_9128eeece7a24774,2026-08-17T18:45:00+05:30,2026-08-17T19:00:00+05:30,2026-08-17T19:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_7a92a072,inv_5a9d2b99,usr_ece2ab24,2,hidem_748c61999b12398d,2026-08-17T15:30:00+05:30,2026-08-17T15:40:00+05:30,,bkg_ac6f6776,confirmed,2026-08-18T10:00:00+05:30
hld_32d42cf3,inv_88256513,usr_372a30af,2,hidem_4d241ca84a74fa87,2026-08-16T04:30:00+05:30,2026-08-16T04:45:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_34dba78e,inv_d13c8bcf,usr_fe68ac3c,1,hidem_8030afc62c640010,2026-08-12T14:00:00+05:30,2026-08-12T14:20:00+05:30,,bkg_4d650ab5,confirmed,2026-08-18T10:00:00+05:30
hld_4553589f,inv_d76cd35d,usr_34808c87,1,hidem_5c7c064d2d98a8f9,2026-08-16T09:45:00+05:30,2026-08-16T10:00:00+05:30,,bkg_8a728f63,confirmed,2026-08-18T10:00:00+05:30
hld_08ae6ee9,inv_17b1c1aa,usr_0db0f175,1,hidem_bf9a3ad7b61b96a5,2026-08-12T09:45:00+05:30,2026-08-12T10:05:00+05:30,2026-08-12T10:02:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_a6f1181a,inv_b04f0a44,usr_895960e2,1,hidem_7020574d26b04b5c,2026-08-17T04:00:00+05:30,2026-08-17T04:15:00+05:30,,bkg_11f23f11,confirmed,2026-08-18T10:00:00+05:30
hld_649a6394,inv_2a9512bf,usr_050830ac,1,hidem_56fd886c8badfb2b,2026-08-13T23:45:00+05:30,2026-08-14T00:00:00+05:30,,bkg_a63d01e9,confirmed,2026-08-18T10:00:00+05:30
hld_2265c8f5,inv_8dfc5411,usr_11c77a9c,2,hidem_8e475011df3c720e,2026-08-15T21:30:00+05:30,2026-08-15T21:40:00+05:30,,bkg_ebae8305,confirmed,2026-08-18T10:00:00+05:30
hld_648fbdda,inv_83bacdb0,usr_63531f2d,2,hidem_42c5e07bc981ae80,2026-08-15T19:15:00+05:30,2026-08-15T19:30:00+05:30,2026-08-15T19:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_62fd7156,inv_2208ba35,usr_7f6d27fe,2,hidem_cbb126180040b009,2026-08-12T01:15:00+05:30,2026-08-12T01:35:00+05:30,,bkg_680acbca,confirmed,2026-08-18T10:00:00+05:30
hld_2b233406,inv_c9ad6d84,usr_fe13fe0f,1,hidem_40eab6867ce80bbf,2026-08-16T05:45:00+05:30,2026-08-16T06:05:00+05:30,,bkg_87c4d0c4,confirmed,2026-08-18T10:00:00+05:30
hld_71ed322d,inv_6e27ad38,usr_201332d4,1,hidem_e4556719066bbf25,2026-08-13T07:00:00+05:30,2026-08-13T07:15:00+05:30,,bkg_efbbe57d,confirmed,2026-08-18T10:00:00+05:30
hld_680ce929,inv_dd58c6e6,usr_9b51aca1,1,hidem_17eb2692a718a63c,2026-08-16T15:15:00+05:30,2026-08-16T15:35:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_4f2962ab,inv_92e4e0eb,usr_e3e0cd9d,1,hidem_8914acd65b62ee56,2026-08-10T12:45:00+05:30,2026-08-10T13:05:00+05:30,2026-08-10T13:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_a96e8d88,inv_bbb76cd1,usr_fbf7ac58,2,hidem_caec706f14c71553,2026-08-14T02:30:00+05:30,2026-08-14T02:45:00+05:30,2026-08-14T02:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_39f16f8b,inv_00b9afeb,usr_20ea4b19,2,hidem_ee6662c06d27cd4f,2026-08-16T09:45:00+05:30,2026-08-16T10:00:00+05:30,,bkg_3acc5457,confirmed,2026-08-18T10:00:00+05:30
hld_b753d771,inv_90f0c609,usr_b204c453,2,hidem_64a86c97de2b91ee,2026-08-17T00:00:00+05:30,2026-08-17T00:15:00+05:30,,bkg_eefb0757,confirmed,2026-08-18T10:00:00+05:30
hld_7d11db16,inv_d879b256,usr_1217680f,1,hidem_d694d805fed91d3c,2026-08-11T21:45:00+05:30,2026-08-11T21:55:00+05:30,,bkg_44c20bce,confirmed,2026-08-18T10:00:00+05:30
hld_acd9054b,inv_79943c4d,usr_34f98272,1,hidem_1410d980bdb1ec4e,2026-08-10T15:30:00+05:30,2026-08-10T15:45:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_2dc708bd,inv_b0cb02f7,usr_d5cd5550,1,hidem_8659ecc1dae658a7,2026-08-16T21:15:00+05:30,2026-08-16T21:35:00+05:30,,bkg_73750d12,confirmed,2026-08-18T10:00:00+05:30
hld_afc1dc0e,inv_859ce809,usr_0ecc288c,2,hidem_ff78986f673f3a66,2026-08-15T00:00:00+05:30,2026-08-15T00:15:00+05:30,,bkg_ddc4803e,confirmed,2026-08-18T10:00:00+05:30
hld_364619f0,inv_ae0b5b6f,usr_17083a9e,2,hidem_13cf993eaf81b743,2026-08-16T15:30:00+05:30,2026-08-16T15:40:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_a87eb781,inv_65361332,usr_5e289429,2,hidem_3d08d0f8c680de99,2026-08-12T02:00:00+05:30,2026-08-12T02:20:00+05:30,,bkg_f77db1fa,confirmed,2026-08-18T10:00:00+05:30
hld_03293972,inv_d01eaf2e,usr_bc4a9809,2,hidem_921e73cbfbd5f6e0,2026-08-13T18:45:00+05:30,2026-08-13T19:00:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_ad56ba2c,inv_8f18897c,usr_e0a2b51a,2,hidem_61733cc8b78bdfdb,2026-08-14T20:45:00+05:30,2026-08-14T21:00:00+05:30,,bkg_4800decc,confirmed,2026-08-18T10:00:00+05:30
hld_3e6dd285,inv_8512fbe4,usr_80bfee13,1,hidem_481e160588ef6902,2026-08-14T21:30:00+05:30,2026-08-14T21:45:00+05:30,2026-08-14T21:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_4c2dc495,inv_c8fef03a,usr_329d228c,2,hidem_111db9820f5a4164,2026-08-13T06:15:00+05:30,2026-08-13T06:30:00+05:30,2026-08-13T06:32:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_8617bde9,inv_bab97f2c,usr_87b11a4d,1,hidem_01ffea3b911e5709,2026-08-10T00:15:00+05:30,2026-08-10T00:30:00+05:30,2026-08-10T00:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_1ec02277,inv_427ffd13,usr_343719c9,2,hidem_b18a31656a6fc875,2026-08-13T09:30:00+05:30,2026-08-13T09:40:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_a8f15c5d,inv_665616b9,usr_40a598d3,1,hidem_cb1124d0e02bcbab,2026-08-17T17:15:00+05:30,2026-08-17T17:30:00+05:30,2026-08-17T17:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_eb5fd8ad,inv_05a67400,usr_508f15f0,2,hidem_2b12447e75f355c2,2026-08-17T20:45:00+05:30,2026-08-17T20:55:00+05:30,2026-08-17T21:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_86bc39a6,inv_18e26bf7,usr_4bed9c81,2,hidem_1d968c635c60dd27,2026-08-10T10:00:00+05:30,2026-08-10T10:20:00+05:30,2026-08-10T10:17:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_ed608b60,inv_d84850ca,usr_9115fc7c,2,hidem_bf39a8685cecf4b8,2026-08-12T16:45:00+05:30,2026-08-12T17:00:00+05:30,,bkg_b4539cc1,confirmed,2026-08-18T10:00:00+05:30
hld_7f0b505b,inv_c2ab5a9e,usr_0c1ce238,1,hidem_da65c0b7cbf8ffd8,2026-08-17T03:30:00+05:30,2026-08-17T03:45:00+05:30,2026-08-17T03:47:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_6f2bbd6c,inv_6ee56593,usr_4dc8096b,1,hidem_cbcb4dd4c1ff92e3,2026-08-14T01:45:00+05:30,2026-08-14T02:05:00+05:30,2026-08-14T02:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_515cc4b7,inv_3ac4ec19,usr_99adb626,2,hidem_77fcc7dbedf26434,2026-08-16T05:30:00+05:30,2026-08-16T05:45:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_0675ba7a,inv_6b661694,usr_91afdeed,2,hidem_001232b4e9c31aa4,2026-08-12T03:45:00+05:30,2026-08-12T04:00:00+05:30,,bkg_fa26c0d5,confirmed,2026-08-18T10:00:00+05:30
hld_ac012c30,inv_017c353e,usr_f9f499ba,2,hidem_24635e39bef79480,2026-08-16T22:30:00+05:30,2026-08-16T22:40:00+05:30,,bkg_ac6f6776,confirmed,2026-08-18T10:00:00+05:30
hld_989e07f9,inv_5dca5bcb,usr_7d136b40,2,hidem_7cf016292a93a5d1,2026-08-15T14:45:00+05:30,2026-08-15T15:00:00+05:30,2026-08-15T15:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_59847126,inv_86e88127,usr_225fd2f9,2,hidem_fc0699ac1c9537f2,2026-08-11T08:00:00+05:30,2026-08-11T08:15:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_30013103,inv_920ede19,usr_d7d11d69,1,hidem_f62b46e4248c29f2,2026-08-16T03:45:00+05:30,2026-08-16T04:05:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_29848a5e,inv_3c5a3176,usr_944d1a1b,1,hidem_6a12b3712328f1a6,2026-08-14T01:15:00+05:30,2026-08-14T01:25:00+05:30,2026-08-14T01:32:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_294776d4,inv_172ae79b,usr_451855a4,1,hidem_ccbfbcb967b2176d,2026-08-11T21:45:00+05:30,2026-08-11T22:05:00+05:30,,bkg_68297e2e,confirmed,2026-08-18T10:00:00+05:30
hld_fc2f8f0a,inv_b3f7d340,usr_54e0dc44,1,hidem_aff22009fa9fec9f,2026-08-12T20:30:00+05:30,2026-08-12T20:50:00+05:30,,bkg_3213a909,confirmed,2026-08-18T10:00:00+05:30
hld_4259fd78,inv_6242377a,usr_29fdaeb0,1,hidem_1b50a6550a82a287,2026-08-17T05:45:00+05:30,2026-08-17T05:55:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_401375b2,inv_0431df2b,usr_bc8d5d3b,1,hidem_9fe563177a5f162a,2026-08-15T23:45:00+05:30,2026-08-15T23:55:00+05:30,,bkg_cf965f4b,confirmed,2026-08-18T10:00:00+05:30
hld_dfe454a9,inv_0788e260,usr_8fd32aa8,1,hidem_da29af9c145bdd72,2026-08-10T06:15:00+05:30,2026-08-10T06:25:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_b56edd92,inv_008b7d4b,usr_c60b1837,2,hidem_48baabe9bcbc5477,2026-08-10T23:00:00+05:30,2026-08-10T23:10:00+05:30,2026-08-10T23:17:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_f8e0572c,inv_33c8b911,usr_36284ca0,2,hidem_779432571dddc883,2026-08-17T14:15:00+05:30,2026-08-17T14:35:00+05:30,,bkg_97646f57,confirmed,2026-08-18T10:00:00+05:30
hld_ee897019,inv_7f211cdf,usr_322bb31e,2,hidem_0410076784b49486,2026-08-17T13:30:00+05:30,2026-08-17T13:40:00+05:30,,bkg_a7f0c285,confirmed,2026-08-18T10:00:00+05:30
