fare_id,flight_id,cabin_class,fare_class,base_fare,taxes,currency,baggage_kg,cabin_baggage_kg,changeable,change_fee,refundable,seats_total,status,updated_at
far_f2f97d88,flt_9981ba04,economy,standard,15695.31,2511.25,INR,15,7,0,1883.44,0,26,active,2026-08-18T10:00:00+05:30
far_d84faa74,flt_9981ba04,business,flex,59359.68,9497.55,INR,30,7,1,,1,20,active,2026-08-18T10:00:00+05:30
far_7232c831,flt_9981ba04,business,corporate,53521.02,8563.36,INR,30,7,1,6422.52,0,6,active,2026-08-18T10:00:00+05:30
far_3206ba10,flt_2944b60e,economy,standard,574.83,91.97,MYR,15,7,0,68.98,0,44,active,2026-08-18T10:00:00+05:30
far_7e98efc3,flt_2944b60e,economy,flex,701.29,112.21,MYR,15,7,1,84.16,1,144,active,2026-08-18T10:00:00+05:30
far_cea554d5,flt_2944b60e,business,flex,2174.01,347.84,MYR,30,7,1,260.88,1,24,active,2026-08-18T10:00:00+05:30
far_cfcbe2f4,flt_2944b60e,business,standard,1781.98,285.12,MYR,30,7,0,,0,16,active,2026-08-18T10:00:00+05:30
far_52f90ab3,flt_412c3bad,economy,promo,6079.99,972.80,INR,15,7,0,729.60,0,131,active,2026-08-18T10:00:00+05:30
far_890c0f26,flt_412c3bad,economy,standard,7794.85,1247.18,INR,15,7,0,935.38,0,104,active,2026-08-18T10:00:00+05:30
far_0da9ecc7,flt_412c3bad,business,promo,18847.95,3015.67,INR,30,7,0,2261.75,0,7,active,2026-08-18T10:00:00+05:30
far_ac7d69c8,flt_412c3bad,business,standard,24164.04,3866.25,INR,30,7,0,2899.69,0,25,active,2026-08-18T10:00:00+05:30
far_7318c7d0,flt_3a93aa7b,economy,standard,11258.70,1801.39,INR,15,7,0,1351.04,0,78,active,2026-08-18T10:00:00+05:30
far_1bbe4853,flt_3a93aa7b,economy,saver,9907.66,1585.23,INR,15,7,0,,0,145,active,2026-08-18T10:00:00+05:30
far_50f1603a,flt_3a93aa7b,business,flex,42580.42,6812.87,INR,30,7,1,5109.65,1,24,active,2026-08-18T10:00:00+05:30
far_e93ee665,flt_3a93aa7b,business,promo,27223.54,4355.77,INR,30,7,0,3266.83,0,19,active,2026-08-18T10:00:00+05:30
far_f21e7cee,flt_fb787df5,economy,flex,20792.29,3326.77,INR,15,7,1,2495.07,1,162,active,2026-08-18T10:00:00+05:30
far_91bd94ce,flt_fb787df5,economy,promo,13293.43,2126.95,INR,15,7,0,,0,131,active,2026-08-18T10:00:00+05:30
far_b1ebfe1b,flt_fb787df5,business,corporate,58116.14,9298.58,INR,30,7,1,,0,14,active,2026-08-18T10:00:00+05:30
far_c01fcb7a,flt_fb787df5,business,standard,52832.86,8453.26,INR,30,7,0,6339.94,0,37,active,2026-08-18T10:00:00+05:30
far_591633dc,flt_042775c9,economy,standard,5380.88,860.94,INR,15,7,0,645.71,0,74,active,2026-08-18T10:00:00+05:30
far_174ab3ba,flt_042775c9,economy,corporate,5918.97,947.04,INR,15,7,1,,0,136,active,2026-08-18T10:00:00+05:30
far_1ceb0fce,flt_042775c9,business,standard,16680.74,2668.92,INR,30,7,0,2001.69,0,37,active,2026-08-18T10:00:00+05:30
far_cfd6590d,flt_042775c9,business,flex,20350.50,3256.08,INR,30,7,1,2442.06,1,37,active,2026-08-18T10:00:00+05:30
far_42a2d39a,flt_4f4aca2b,economy,promo,245.22,39.23,AED,15,7,0,,0,166,active,2026-08-18T10:00:00+05:30
far_f6c1f058,flt_e80fa9ed,economy,promo,22669.91,3627.19,INR,15,7,0,2720.39,0,106,active,2026-08-18T10:00:00+05:30
far_7a338d07,flt_e80fa9ed,economy,standard,29063.99,4650.24,INR,15,7,0,3487.68,0,103,active,2026-08-18T10:00:00+05:30
far_c52c22cf,flt_e80fa9ed,business,flex,109920.02,17587.20,INR,30,7,1,13190.40,1,39,active,2026-08-18T10:00:00+05:30
far_ead25850,flt_e80fa9ed,business,promo,70276.73,11244.28,INR,30,7,0,,0,19,active,2026-08-18T10:00:00+05:30
far_33d41f45,flt_3caed359,economy,saver,127.12,20.34,MYR,15,7,0,15.25,0,92,active,2026-08-18T10:00:00+05:30
far_8f45782a,flt_3caed359,economy,standard,144.45,23.11,MYR,15,7,0,,0,101,active,2026-08-18T10:00:00+05:30
far_ee25cf58,flt_3caed359,business,saver,394.07,63.05,MYR,30,7,0,,0,21,active,2026-08-18T10:00:00+05:30
far_accd9e75,flt_3caed359,business,promo,349.29,55.89,MYR,30,7,0,41.91,0,34,active,2026-08-18T10:00:00+05:30
far_994cd11e,flt_eb570426,economy,corporate,4064787.96,650366.07,IDR,15,7,1,,0,145,active,2026-08-18T10:00:00+05:30
far_9673596c,flt_eb570426,economy,flex,4508219.38,721315.10,IDR,15,7,1,540986.33,1,85,active,2026-08-18T10:00:00+05:30
far_5133a4a6,flt_eb570426,business,flex,13975480.07,2236076.81,IDR,30,7,1,,1,13,active,2026-08-18T10:00:00+05:30
far_f737611d,flt_eb570426,business,saver,10080674.15,1612907.86,IDR,30,7,0,,0,20,active,2026-08-18T10:00:00+05:30
far_5a7b28d8,flt_52b2618c,economy,saver,5617.43,898.79,INR,15,7,0,,0,118,active,2026-08-18T10:00:00+05:30
far_7417d0f6,flt_52b2618c,economy,promo,4979.09,796.65,INR,15,7,0,,0,167,active,2026-08-18T10:00:00+05:30
far_0dabaf46,flt_52b2618c,business,promo,15435.17,2469.63,INR,30,7,0,1852.22,0,32,active,2026-08-18T10:00:00+05:30
far_f2ab1486,flt_52b2618c,business,standard,19788.68,3166.19,INR,30,7,0,2374.64,0,37,active,2026-08-18T10:00:00+05:30
far_5e61a329,flt_bd99b236,economy,flex,11055.93,1768.95,INR,15,7,1,1326.71,1,61,active,2026-08-18T10:00:00+05:30
far_73ec8657,flt_bd99b236,economy,promo,7068.55,1130.97,INR,15,7,0,848.23,0,141,active,2026-08-18T10:00:00+05:30
far_be12ee14,flt_bd99b236,business,corporate,30902.24,4944.36,INR,30,7,1,3708.27,0,12,active,2026-08-18T10:00:00+05:30
far_2ce64220,flt_bd99b236,business,saver,24721.79,3955.49,INR,30,7,0,2966.62,0,33,active,2026-08-18T10:00:00+05:30
far_175f8609,flt_45cde4dc,economy,saver,7446.53,1191.45,INR,15,7,0,893.58,0,95,active,2026-08-18T10:00:00+05:30
far_e4ccfc99,flt_45cde4dc,economy,flex,10323.60,1651.78,INR,15,7,1,1238.83,1,61,active,2026-08-18T10:00:00+05:30
far_22a19d0b,flt_45cde4dc,business,flex,32003.17,5120.51,INR,30,7,1,3840.38,1,10,active,2026-08-18T10:00:00+05:30
far_6de9d158,flt_45cde4dc,business,standard,26232.11,4197.14,INR,30,7,0,3147.85,0,5,active,2026-08-18T10:00:00+05:30
far_c53638cd,flt_d865cfbb,economy,corporate,3587708.79,574033.41,IDR,15,7,1,,0,89,active,2026-08-18T10:00:00+05:30
far_ebb3c557,flt_d865cfbb,economy,flex,3979095.20,636655.23,IDR,15,7,1,,1,21,active,2026-08-18T10:00:00+05:30
far_311f90e0,flt_d865cfbb,business,flex,12335195.13,1973631.22,IDR,30,7,1,1480223.42,1,20,active,2026-08-18T10:00:00+05:30
far_47b3bf91,flt_d865cfbb,business,standard,10110815.68,1617730.51,IDR,30,7,0,,0,20,active,2026-08-18T10:00:00+05:30
far_0a4f97b3,flt_630d133c,economy,promo,16048.97,2567.84,INR,15,7,0,1925.88,0,72,active,2026-08-18T10:00:00+05:30
far_817fda87,flt_630d133c,economy,corporate,22633.17,3621.31,INR,15,7,1,,0,100,active,2026-08-18T10:00:00+05:30
far_a51a38a3,flt_630d133c,business,flex,77816.95,12450.71,INR,30,7,1,,1,18,active,2026-08-18T10:00:00+05:30
far_c551158b,flt_630d133c,business,promo,49751.82,7960.29,INR,30,7,0,5970.22,0,15,active,2026-08-18T10:00:00+05:30
far_29a38bfd,flt_d65dbc92,economy,saver,923.61,147.78,MYR,15,7,0,,0,109,active,2026-08-18T10:00:00+05:30
far_690881d3,flt_d65dbc92,economy,corporate,1154.51,184.72,MYR,15,7,1,138.54,0,118,active,2026-08-18T10:00:00+05:30
far_894b2bf1,flt_d65dbc92,business,saver,2863.19,458.11,MYR,30,7,0,343.58,0,26,active,2026-08-18T10:00:00+05:30
far_587e9fb5,flt_d65dbc92,business,corporate,3578.99,572.64,MYR,30,7,1,429.48,0,24,active,2026-08-18T10:00:00+05:30
far_297d869a,flt_d7af3602,economy,promo,17365.03,2778.40,INR,15,7,0,,0,47,active,2026-08-18T10:00:00+05:30
far_b5650ea9,flt_d7af3602,economy,standard,22262.86,3562.06,INR,15,7,0,2671.54,0,115,active,2026-08-18T10:00:00+05:30
far_f166ecc4,flt_d7af3602,business,standard,69014.85,11042.38,INR,30,7,0,,0,14,active,2026-08-18T10:00:00+05:30
far_d6fb4918,flt_d7af3602,business,flex,84198.12,13471.70,INR,30,7,1,10103.77,1,12,active,2026-08-18T10:00:00+05:30
far_b4fdfb35,flt_69aa3c2f,economy,corporate,6331.60,1013.06,INR,15,7,1,,0,39,active,2026-08-18T10:00:00+05:30
far_5880a909,flt_69aa3c2f,economy,flex,7022.32,1123.57,INR,15,7,1,,1,121,active,2026-08-18T10:00:00+05:30
far_e42ca131,flt_69aa3c2f,business,standard,17843.61,2854.98,INR,30,7,0,,0,32,active,2026-08-18T10:00:00+05:30
far_e895898c,flt_69aa3c2f,business,promo,13918.01,2226.88,INR,30,7,0,1670.16,0,36,active,2026-08-18T10:00:00+05:30
far_4c42fe1f,flt_0eb58620,economy,flex,922.21,147.55,AED,15,7,1,110.67,1,159,active,2026-08-18T10:00:00+05:30
far_ae878643,flt_0eb58620,economy,corporate,831.50,133.04,AED,15,7,1,99.78,0,122,active,2026-08-18T10:00:00+05:30
far_0794e186,flt_0eb58620,business,flex,2858.85,457.42,AED,30,7,1,343.06,1,39,active,2026-08-18T10:00:00+05:30
far_74dc0070,flt_0eb58620,business,standard,2343.32,374.93,AED,30,7,0,281.20,0,6,active,2026-08-18T10:00:00+05:30
far_0eef01bc,flt_ec8156dc,economy,standard,5680.65,908.90,INR,15,7,0,681.68,0,146,active,2026-08-18T10:00:00+05:30
far_971f832a,flt_ec8156dc,economy,flex,6930.40,1108.86,INR,15,7,1,,1,64,active,2026-08-18T10:00:00+05:30
far_68911839,flt_ec8156dc,business,standard,17610.02,2817.60,INR,30,7,0,,0,6,active,2026-08-18T10:00:00+05:30
far_c1625fc5,flt_ec8156dc,business,saver,15496.82,2479.49,INR,30,7,0,1859.62,0,18,active,2026-08-18T10:00:00+05:30
far_d2bc86fa,flt_1ace6fb3,economy,flex,4570.25,731.24,INR,15,7,1,548.43,1,58,active,2026-08-18T10:00:00+05:30
far_2a1e1c7a,flt_1ace6fb3,economy,standard,3746.11,599.38,INR,15,7,0,449.53,0,125,active,2026-08-18T10:00:00+05:30
far_70b26628,flt_1ace6fb3,business,corporate,12774.23,2043.88,INR,30,7,1,,0,38,active,2026-08-18T10:00:00+05:30
far_cfe1f0fb,flt_1ace6fb3,business,flex,14167.78,2266.84,INR,30,7,1,,1,31,active,2026-08-18T10:00:00+05:30
far_cff985ab,flt_1fb62496,economy,flex,43.88,7.02,SGD,15,7,1,5.27,1,105,active,2026-08-18T10:00:00+05:30
far_ca7a8c0f,flt_8afcc468,economy,saver,708.40,113.34,AED,15,7,0,85.01,0,120,active,2026-08-18T10:00:00+05:30
far_23571b9d,flt_8afcc468,economy,corporate,885.50,141.68,AED,15,7,1,,0,167,active,2026-08-18T10:00:00+05:30
far_5f064403,flt_8afcc468,business,flex,3044.49,487.12,AED,30,7,1,365.34,1,15,active,2026-08-18T10:00:00+05:30
far_1b54f50e,flt_8afcc468,business,promo,1946.48,311.44,AED,30,7,0,233.58,0,28,active,2026-08-18T10:00:00+05:30
far_32b95131,flt_6290f42b,economy,saver,4700.49,752.08,INR,15,7,0,564.06,0,84,active,2026-08-18T10:00:00+05:30
far_cdfc6444,flt_a915d5ff,economy,flex,4992884.25,798861.48,IDR,15,7,1,,1,159,active,2026-08-18T10:00:00+05:30
far_6dfe208c,flt_a915d5ff,economy,standard,4092528.07,654804.49,IDR,15,7,0,491103.37,0,56,active,2026-08-18T10:00:00+05:30
far_84371714,flt_a915d5ff,business,promo,9895732.88,1583317.26,IDR,30,7,0,1187487.95,0,14,active,2026-08-18T10:00:00+05:30
far_43a061ab,flt_a915d5ff,business,saver,11164416.58,1786306.65,IDR,30,7,0,1339729.99,0,10,active,2026-08-18T10:00:00+05:30
far_64a9ee35,flt_44df6d45,economy,saver,3473.36,555.74,INR,15,7,0,416.80,0,166,active,2026-08-18T10:00:00+05:30
far_8e00dfd4,flt_44df6d45,economy,standard,3947.00,631.52,INR,15,7,0,473.64,0,61,active,2026-08-18T10:00:00+05:30
far_17b309e5,flt_44df6d45,business,standard,12235.70,1957.71,INR,30,7,0,1468.28,0,4,active,2026-08-18T10:00:00+05:30
far_cd1a6a05,flt_44df6d45,business,promo,9543.85,1527.02,INR,30,7,0,,0,5,active,2026-08-18T10:00:00+05:30
far_2c387920,flt_569cc5d6,economy,flex,6526.73,1044.28,THB,15,7,1,,1,99,active,2026-08-18T10:00:00+05:30
far_43df12ef,flt_569cc5d6,economy,promo,4172.83,667.65,THB,15,7,0,500.74,0,122,active,2026-08-18T10:00:00+05:30
far_4d6038b6,flt_569cc5d6,business,standard,16584.32,2653.49,THB,30,7,0,,0,5,active,2026-08-18T10:00:00+05:30
far_3b16842b,flt_569cc5d6,business,promo,12935.77,2069.72,THB,30,7,0,1552.29,0,7,active,2026-08-18T10:00:00+05:30
far_947d3bcb,flt_b7b08498,economy,promo,663.48,106.16,MYR,15,7,0,79.62,0,95,active,2026-08-18T10:00:00+05:30
far_ee2e6ce3,flt_b7b08498,economy,standard,850.61,136.10,MYR,15,7,0,102.07,0,73,active,2026-08-18T10:00:00+05:30
far_40f22ed8,flt_b7b08498,business,flex,3217.02,514.72,MYR,30,7,1,,1,17,active,2026-08-18T10:00:00+05:30
far_a04a0d58,flt_b7b08498,business,promo,2056.79,329.09,MYR,30,7,0,,0,18,active,2026-08-18T10:00:00+05:30
far_231fc965,flt_81b26b16,economy,standard,5421.47,867.44,INR,15,7,0,650.58,0,43,active,2026-08-18T10:00:00+05:30
far_10cfbdcb,flt_81b26b16,economy,flex,6614.20,1058.27,INR,15,7,1,793.70,1,28,active,2026-08-18T10:00:00+05:30
far_c6d05e72,flt_81b26b16,business,promo,13109.12,2097.46,INR,30,7,0,1573.09,0,19,active,2026-08-18T10:00:00+05:30
far_b2f6b382,flt_81b26b16,business,saver,14789.78,2366.36,INR,30,7,0,1774.77,0,18,active,2026-08-18T10:00:00+05:30
far_dcd0baf1,flt_f4155da7,economy,corporate,6331.48,1013.04,INR,15,7,1,,0,123,active,2026-08-18T10:00:00+05:30
far_ad341538,flt_f4155da7,economy,promo,4489.60,718.34,INR,15,7,0,,0,52,active,2026-08-18T10:00:00+05:30
far_43ff2176,flt_f4155da7,business,promo,13917.75,2226.84,INR,30,7,0,1670.13,0,5,active,2026-08-18T10:00:00+05:30
far_9b36ea4b,flt_f4155da7,business,saver,15702.07,2512.33,INR,30,7,0,,0,26,active,2026-08-18T10:00:00+05:30
far_8c6e0aab,flt_ae91fbff,economy,promo,2775.23,444.04,INR,15,7,0,333.03,0,96,active,2026-08-18T10:00:00+05:30
far_15e8c561,flt_ae91fbff,economy,saver,3131.03,500.97,INR,15,7,0,375.72,0,31,active,2026-08-18T10:00:00+05:30
far_d5bd3b08,flt_ae91fbff,business,corporate,12132.75,1941.24,INR,30,7,1,1455.93,0,32,active,2026-08-18T10:00:00+05:30
far_aed46faf,flt_ae91fbff,business,flex,13456.32,2153.01,INR,30,7,1,1614.76,1,39,active,2026-08-18T10:00:00+05:30
far_48d7e42b,flt_5ea14cd9,economy,saver,11068.54,1770.97,INR,15,7,0,,0,80,active,2026-08-18T10:00:00+05:30
far_aa2a8354,flt_26b6dabd,economy,corporate,6200.76,992.12,INR,15,7,1,,0,69,active,2026-08-18T10:00:00+05:30
far_cbc55006,flt_26b6dabd,economy,promo,4396.91,703.50,INR,15,7,0,,0,39,active,2026-08-18T10:00:00+05:30
far_ca611e02,flt_26b6dabd,business,promo,13630.41,2180.87,INR,30,7,0,,0,5,active,2026-08-18T10:00:00+05:30
far_a466adf0,flt_26b6dabd,business,saver,15377.90,2460.46,INR,30,7,0,,0,11,active,2026-08-18T10:00:00+05:30
far_8aff3645,flt_26047670,economy,standard,5079.16,812.67,INR,15,7,0,609.50,0,71,active,2026-08-18T10:00:00+05:30
far_f158d486,flt_26047670,economy,promo,3961.75,633.88,INR,15,7,0,,0,136,active,2026-08-18T10:00:00+05:30
far_6cd5cb1f,flt_26047670,business,saver,13855.96,2216.95,INR,30,7,0,1662.72,0,36,active,2026-08-18T10:00:00+05:30
far_1b0100a9,flt_26047670,business,standard,15745.41,2519.27,INR,30,7,0,1889.45,0,10,active,2026-08-18T10:00:00+05:30
far_d25c498f,flt_3d26e2f2,economy,corporate,10648.95,1703.83,INR,15,7,1,1277.87,0,121,active,2026-08-18T10:00:00+05:30
far_2eb5a274,flt_3d26e2f2,economy,saver,8519.16,1363.07,INR,15,7,0,1022.30,0,108,active,2026-08-18T10:00:00+05:30
far_93e7b0c5,flt_3d26e2f2,business,saver,26409.38,4225.50,INR,30,7,0,3169.13,0,18,active,2026-08-18T10:00:00+05:30
far_cd30e643,flt_3d26e2f2,business,promo,23408.32,3745.33,INR,30,7,0,2809.00,0,37,active,2026-08-18T10:00:00+05:30
far_4fda5219,flt_2f7832bb,economy,standard,4247061.31,679529.81,IDR,15,7,0,,0,80,active,2026-08-18T10:00:00+05:30
far_31fcca9a,flt_2f7832bb,economy,saver,3737413.95,597986.23,IDR,15,7,0,448489.67,0,65,active,2026-08-18T10:00:00+05:30
far_ca1b582c,flt_2f7832bb,business,standard,13165890.06,2106542.41,IDR,30,7,0,1579906.81,0,14,active,2026-08-18T10:00:00+05:30
far_2d40e5f7,flt_2f7832bb,business,promo,10269394.25,1643103.08,IDR,30,7,0,,0,9,active,2026-08-18T10:00:00+05:30
far_59079a26,flt_1313c83a,economy,saver,10529.12,1684.66,INR,15,7,0,1263.49,0,156,active,2026-08-18T10:00:00+05:30
far_ac05e6b2,flt_1313c83a,economy,corporate,13161.39,2105.82,INR,15,7,1,,0,148,active,2026-08-18T10:00:00+05:30
far_d7f7de46,flt_1313c83a,business,standard,37091.20,5934.59,INR,30,7,0,,0,7,active,2026-08-18T10:00:00+05:30
far_e81ad066,flt_1313c83a,business,corporate,40800.32,6528.05,INR,30,7,1,4896.04,0,22,active,2026-08-18T10:00:00+05:30
far_86522b74,flt_b8d200e6,economy,saver,4335.91,693.75,THB,15,7,0,,0,164,active,2026-08-18T10:00:00+05:30
far_833433d4,flt_b8d200e6,economy,corporate,5419.89,867.18,THB,15,7,1,650.39,0,98,active,2026-08-18T10:00:00+05:30
far_6c028acc,flt_b8d200e6,business,saver,13441.33,2150.61,THB,30,7,0,,0,38,active,2026-08-18T10:00:00+05:30
far_d80fdb6c,flt_b8d200e6,business,flex,18634.57,2981.53,THB,30,7,1,,1,33,active,2026-08-18T10:00:00+05:30
far_6bf49034,flt_b67ece4d,economy,saver,5198.88,831.82,INR,15,7,0,623.87,0,83,active,2026-08-18T10:00:00+05:30
far_eb05189f,flt_b67ece4d,economy,corporate,6498.60,1039.78,INR,15,7,1,779.83,0,120,active,2026-08-18T10:00:00+05:30
far_61470b0d,flt_b67ece4d,business,standard,18314.25,2930.28,INR,30,7,0,2197.71,0,24,active,2026-08-18T10:00:00+05:30
far_d46e6d8c,flt_b67ece4d,business,saver,16116.54,2578.65,INR,30,7,0,1933.98,0,25,active,2026-08-18T10:00:00+05:30
far_a57c8f74,flt_121be5ef,economy,promo,4081.51,653.04,INR,15,7,0,489.78,0,146,active,2026-08-18T10:00:00+05:30
far_0966aaeb,flt_121be5ef,economy,saver,4604.78,736.76,INR,15,7,0,552.57,0,89,active,2026-08-18T10:00:00+05:30
far_aabcb102,flt_121be5ef,business,flex,19790.09,3166.41,INR,30,7,1,,1,28,active,2026-08-18T10:00:00+05:30
far_f810ab5f,flt_121be5ef,business,standard,16221.38,2595.42,INR,30,7,0,1946.57,0,36,active,2026-08-18T10:00:00+05:30
far_b483538f,flt_8d2eaf17,economy,flex,559.13,89.46,AED,15,7,1,,1,78,active,2026-08-18T10:00:00+05:30
far_868b0b19,flt_8d2eaf17,economy,corporate,504.13,80.66,AED,15,7,1,60.50,0,50,active,2026-08-18T10:00:00+05:30
far_b76156fb,flt_8d2eaf17,business,flex,1733.29,277.33,AED,30,7,1,207.99,1,16,active,2026-08-18T10:00:00+05:30
far_0be6630a,flt_8d2eaf17,business,saver,1250.24,200.04,AED,30,7,0,150.03,0,33,active,2026-08-18T10:00:00+05:30
far_7ad14de7,flt_8f2ef63f,economy,flex,6851.87,1096.30,INR,15,7,1,822.22,1,108,active,2026-08-18T10:00:00+05:30
far_361a0c96,flt_8f2ef63f,economy,corporate,6177.92,988.47,INR,15,7,1,741.35,0,86,active,2026-08-18T10:00:00+05:30
far_1c865b28,flt_8f2ef63f,business,promo,13580.18,2172.83,INR,30,7,0,,0,31,active,2026-08-18T10:00:00+05:30
far_4e153b33,flt_8f2ef63f,business,saver,15321.23,2451.40,INR,30,7,0,1838.55,0,34,active,2026-08-18T10:00:00+05:30
far_2c212962,flt_60b1f7cd,economy,saver,3606.55,577.05,INR,15,7,0,432.79,0,117,active,2026-08-18T10:00:00+05:30
far_b1cbc74b,flt_2c79f073,economy,corporate,748.91,119.83,AED,15,7,1,89.87,0,77,active,2026-08-18T10:00:00+05:30
far_78c6d3eb,flt_2c79f073,economy,flex,830.61,132.90,AED,15,7,1,,1,109,active,2026-08-18T10:00:00+05:30
far_7306ce79,flt_2c79f073,business,corporate,2321.63,371.46,AED,30,7,1,278.60,0,32,active,2026-08-18T10:00:00+05:30
far_c6e86b59,flt_2c79f073,business,standard,2110.57,337.69,AED,30,7,0,253.27,0,8,active,2026-08-18T10:00:00+05:30
far_aa14ca45,flt_22b03cb5,economy,saver,3979.79,636.77,INR,15,7,0,,0,81,active,2026-08-18T10:00:00+05:30
far_54f1bdeb,flt_22b03cb5,economy,promo,3527.54,564.41,INR,15,7,0,,0,40,active,2026-08-18T10:00:00+05:30
far_9543a2d0,flt_22b03cb5,business,standard,14019.70,2243.15,INR,30,7,0,,0,28,active,2026-08-18T10:00:00+05:30
far_0367f54c,flt_22b03cb5,business,saver,12337.34,1973.97,INR,30,7,0,,0,33,active,2026-08-18T10:00:00+05:30
far_e3fabf5a,flt_404d17ac,economy,saver,5403.20,864.51,INR,15,7,0,,0,59,active,2026-08-18T10:00:00+05:30
far_7944604f,flt_404d17ac,economy,corporate,6754.00,1080.64,INR,15,7,1,810.48,0,125,active,2026-08-18T10:00:00+05:30
far_a552b6e3,flt_404d17ac,business,standard,19034.01,3045.44,INR,30,7,0,2284.08,0,24,active,2026-08-18T10:00:00+05:30
far_231030b6,flt_404d17ac,business,promo,14846.53,2375.44,INR,30,7,0,,0,14,active,2026-08-18T10:00:00+05:30
far_c6ae17f8,flt_31307f8f,economy,standard,15669.12,2507.06,INR,15,7,0,,0,165,active,2026-08-18T10:00:00+05:30
far_362f0825,flt_31307f8f,economy,promo,12221.91,1955.51,INR,15,7,0,,0,30,active,2026-08-18T10:00:00+05:30
far_2936d472,flt_31307f8f,business,standard,48574.28,7771.88,INR,30,7,0,5828.91,0,14,active,2026-08-18T10:00:00+05:30
far_4f0a9e60,flt_31307f8f,business,corporate,53431.70,8549.07,INR,30,7,1,6411.80,0,9,active,2026-08-18T10:00:00+05:30
far_5c5d6a8e,flt_11a25580,economy,flex,18355.78,2936.92,INR,15,7,1,2202.69,1,58,active,2026-08-18T10:00:00+05:30
far_6dbf811c,flt_11a25580,economy,corporate,16550.29,2648.05,INR,15,7,1,1986.04,0,78,active,2026-08-18T10:00:00+05:30
far_08e7bdd6,flt_11a25580,business,saver,41044.73,6567.16,INR,30,7,0,4925.37,0,27,active,2026-08-18T10:00:00+05:30
far_6cb047bc,flt_11a25580,business,flex,56902.92,9104.47,INR,30,7,1,,1,34,active,2026-08-18T10:00:00+05:30
far_a04116fa,flt_2d2b3f3f,economy,corporate,9951.03,1592.16,INR,15,7,1,1194.12,0,26,active,2026-08-18T10:00:00+05:30
far_aedfdfa1,flt_2d2b3f3f,economy,saver,7960.82,1273.73,INR,15,7,0,,0,126,active,2026-08-18T10:00:00+05:30
far_684b6ab4,flt_2d2b3f3f,business,corporate,30848.18,4935.71,INR,30,7,1,3701.78,0,26,active,2026-08-18T10:00:00+05:30
far_7bdd4e2f,flt_2d2b3f3f,business,promo,21874.17,3499.87,INR,30,7,0,,0,18,active,2026-08-18T10:00:00+05:30
far_9a67cef0,flt_bce6405f,economy,saver,5077.63,812.42,INR,15,7,0,609.32,0,84,active,2026-08-18T10:00:00+05:30
far_b62e3bba,flt_bce6405f,economy,flex,7039.44,1126.31,INR,15,7,1,844.73,1,117,active,2026-08-18T10:00:00+05:30
far_12a350b1,flt_bce6405f,business,standard,17887.10,2861.94,INR,30,7,0,2146.45,0,8,active,2026-08-18T10:00:00+05:30
far_4b130fb6,flt_bce6405f,business,flex,21822.26,3491.56,INR,30,7,1,2618.67,1,27,active,2026-08-18T10:00:00+05:30
far_3b43b418,flt_2565bb89,economy,corporate,14732.13,2357.14,INR,15,7,1,1767.86,0,112,active,2026-08-18T10:00:00+05:30
far_9d8500f4,flt_2565bb89,economy,promo,10446.42,1671.43,INR,15,7,0,,0,61,active,2026-08-18T10:00:00+05:30
far_48fe2195,flt_2565bb89,business,promo,32383.91,5181.43,INR,30,7,0,3886.07,0,16,active,2026-08-18T10:00:00+05:30
far_b9ce7b09,flt_2565bb89,business,flex,50651.75,8104.28,INR,30,7,1,6078.21,1,15,active,2026-08-18T10:00:00+05:30
far_c26d9432,flt_28da3c34,economy,corporate,3538.57,566.17,INR,15,7,1,,0,62,active,2026-08-18T10:00:00+05:30
far_d3416586,flt_b4323d94,economy,promo,12026.06,1924.17,INR,15,7,0,,0,105,active,2026-08-18T10:00:00+05:30
far_eaa22529,flt_b4323d94,economy,flex,18809.99,3009.60,INR,15,7,1,2257.20,1,139,active,2026-08-18T10:00:00+05:30
far_c9bb5d21,flt_b4323d94,business,promo,37280.78,5964.92,INR,30,7,0,4473.69,0,24,active,2026-08-18T10:00:00+05:30
far_f97caf2f,flt_b4323d94,business,saver,42060.36,6729.66,INR,30,7,0,5047.24,0,23,active,2026-08-18T10:00:00+05:30
far_3356fac7,flt_405afbe5,economy,standard,5138.36,822.14,INR,15,7,0,616.60,0,103,active,2026-08-18T10:00:00+05:30
far_510bfce3,flt_1ce5cfdc,economy,saver,3737.87,598.06,INR,15,7,0,448.54,0,148,active,2026-08-18T10:00:00+05:30
far_1a2f75e5,flt_1877a331,economy,flex,6377.70,1020.43,INR,15,7,1,,1,24,active,2026-08-18T10:00:00+05:30
far_89cdc7b0,flt_1877a331,economy,standard,5227.62,836.42,INR,15,7,0,627.31,0,166,active,2026-08-18T10:00:00+05:30
far_f77afe8a,flt_1877a331,business,saver,14260.95,2281.75,INR,30,7,0,1711.31,0,36,active,2026-08-18T10:00:00+05:30
far_bd9eab6e,flt_1877a331,business,corporate,17826.19,2852.19,INR,30,7,1,2139.14,0,32,active,2026-08-18T10:00:00+05:30
far_01cf86e2,flt_5450c1f0,economy,standard,8413.51,1346.16,INR,15,7,0,,0,162,active,2026-08-18T10:00:00+05:30
far_1a4012cb,flt_5450c1f0,economy,corporate,9254.86,1480.78,INR,15,7,1,,0,84,active,2026-08-18T10:00:00+05:30
far_0187e3df,flt_5450c1f0,business,saver,22952.06,3672.33,INR,30,7,0,2754.25,0,10,active,2026-08-18T10:00:00+05:30
